Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear	Component	Use Constraints
ORXH39	HPV Type 39	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH40	HPV Type 40	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH42	HPV Type 42	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH45	HPV Type 45	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH51	HPV Type 51	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH52	HPV Type 52	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH53	HPV Type 53	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH54	HPV Type 54	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH55	HPV Type 55	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH56	HPV Type 56	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH58	HPV Type 58	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH59	HPV Type 59	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH61	HPV Type 61	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH62	HPV Type 62	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH64	HPV Type 64	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH66	HPV Type 66	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH67	HPV Type 67	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH68	HPV Type 68	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH69	HPV Type 69	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH70	HPV Type 70	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH71	HPV Type 71	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH72	HPV Type 72	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH73	HPV Type 73	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH81	HPV Type 81	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH82	HPV Type 82	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH83	HPV Type 83	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXH84	HPV Type 84	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXHPC	HPV CP 6108	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXHPI	HPV Type IS39	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
ORXHPV	Oral HPV Result	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	ORHPV_H	Human Papillomavirus (HPV) - Oral Rinse	2013	2014	Laboratory	None
LBDBCDLC	Blood cadmium comment code	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBCDSI	Blood cadmium (umol/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBMNLC	Blood manganese comment code	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBMNSI	Blood manganese (umol/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBPBLC	Blood lead comment code	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBPBSI	Blood lead (umol/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBSELC	Blood selenium comment code	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDBSESI	Blood selenium (umol/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDTHGLC	"Blood mercury, total comment code"	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBDTHGSI	"Blood mercury, total (umol/L)"	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBXBCD	Blood cadmium (ug/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBXBMN	Blood manganese (ug/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBXBPB	Blood lead (ug/dL)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBXBSE	Blood selenium(ug/L)	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
LBXTHG	"Blood mercury, total (ug/L)"	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
SEQN	Respondent sequence number	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
WTSH2YR	Blood metal weights	PBCD_H	"Blood Lead, Cadmium, Total Mercury, Selenium, and Manganese"	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	TRICH_H	Trichomonas - Urine	2013	2014	Laboratory	None
URXUTRI	"Trichomonas, urine"	TRICH_H	Trichomonas - Urine	2013	2014	Laboratory	None
SEQN	Respondent sequence number	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URDUA3LC	Urinary Arsenous acid comment code	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URDUA5LC	Urinary Arsenic acid comment code	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URDUABLC	Urinary Arsenobetaine comment code	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URDUACLC	Urinary Arsenocholine comment code	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URDUDALC	Urinary Dimethylarsinic acid comment code	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URDUMMAL	Urinary Monomethylacrsonic acid comment code	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUAB	Urinary Arsenobetaine (ug/L)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUAC	Urinary Arsenocholine (ug/L)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUAS3	Urinary Arsenous acid (ug/L)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUAS5	Urinary Arsenic acid (ug/L)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUCR	Urinary creatinine (mg/dL)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUDMA	Urinary Dimethylarsinic acid (ug/L)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
URXUMMA	Urinary Monomethylacrsonic acid (ug/L)	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
WTFSM	Two year smoking weights	UASS_H	Arsenics - Speciated - Urine - Special Sample	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	UTAS_H	Arsenic - Total - Urine	2013	2014	Laboratory	None
URXUAS	"Urinary arsenic, total (ug/L)"	UTAS_H	Arsenic - Total - Urine	2013	2014	Laboratory	None
URXUCR	Urinary creatinine	UTAS_H	Arsenic - Total - Urine	2013	2014	Laboratory	None
WTSA2YR	Subsample A Weights	UTAS_H	Arsenic - Total - Urine	2013	2014	Laboratory	None
LBDB12	Vitamin B12(pg/mL)	VITB12_H	Vitamin B12	2013	2014	Laboratory	None
LBDB12SI	Vitamin B12 (pmol/L)	VITB12_H	Vitamin B12	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	VITB12_H	Vitamin B12	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	CHLMDA_H	Chlamydia - Urine	2013	2014	Laboratory	None
URXUCL	"Chlamydia, urine"	CHLMDA_H	Chlamydia - Urine	2013	2014	Laboratory	None
SEQN	Respondent sequence number	CHLM_H_R	Chlamydia - Urine - Youth	2013	2014	Laboratory	RDC Only
URXUCL	Urinary Chlamydia	CHLM_H_R	Chlamydia - Urine - Youth	2013	2014	Laboratory	RDC Only
LBXHE2	Herpes Simplex Virus Type 2	HSV_H_R	Herpes Simplex Virus Type-2 - Youth	2013	2014	Laboratory	RDC Only
SEQN	Respondent sequence number	HSV_H_R	Herpes Simplex Virus Type-2 - Youth	2013	2014	Laboratory	RDC Only
SEQN	Respondent sequence number.	TRIC_H_R	Trichomonas - Urine -Youth	2013	2014	Laboratory	RDC Only
URXUTRI	"Trichomonas, urine"	TRIC_H_R	Trichomonas - Urine -Youth	2013	2014	Laboratory	RDC Only
ORXGH	HPV High Globulin Band result	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXGL	HPV Low Globulin Band result	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH06	HPV Type 6	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH11	HPV Type 11	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH16	HPV Type 16	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH18	HPV Type 18	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH26	HPV Type 26	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH31	HPV Type 31	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH33	HPV Type 33	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH35	HPV Type 35	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH39	HPV Type 39	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH40	HPV Type 40	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH42	HPV Type 42	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH45	HPV Type 45	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH51	HPV Type 51	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH52	HPV Type 52	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH53	HPV Type 53	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH54	HPV Type 54	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH55	HPV Type 55	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH56	HPV Type 56	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH58	HPV Type 58	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH59	HPV Type 59	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH61	HPV Type 61	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH62	HPV Type 62	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH64	HPV Type 64	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH66	HPV Type 66	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH67	HPV Type 67	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH68	HPV Type 68	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH69	HPV Type 69	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH70	HPV Type 70	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH71	HPV Type 71	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH72	HPV Type 72	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH73	HPV Type 73	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH81	HPV Type 81	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH82	HPV Type 82	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH83	HPV Type 83	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXH84	HPV Type 84	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXHPC	HPV CP 6108	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXHPI	HPV Type IS39	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
ORXHPV	Oral HPV Result	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
SEQN	Respondent sequence number.	OHPV_H_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2013	2014	Laboratory	RDC Only
SEQN	Respondent sequence number.	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URDUA3LC	Urinary Arsenous acid comment code	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URDUA5LC	Urinary Arsenic acid comment code	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URDUABLC	Urinary Arsenobetaine comment code	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URDUACLC	Urinary Arsenocholine comment code	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URDUDALC	Urinary Dimethylarsinic acid comment code	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URDUMMAL	Urinary Monomethylacrsonic acid comment code	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUAB	Urinary Arsenobetaine (ug/L)	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUAC	Urinary Arsenocholine (ug/L)	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUAS3	Urinary Arsenous acid (ug/L)	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUAS5	Urinary Arsenic acid (ug/L)	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUCR	"Creatinine, urine (mg/dL)"	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUDMA	Urinary Dimethylarsinic acid (ug/L)	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
URXUMMA	Urinary Monomethylacrsonic acid (ug/L)	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
WTSA2YR	Subsample A weights	UAS_H	Arsenics - Speciated - Urine	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	UTASS_H	Arsenic - Total - Urine - Special Sample	2013	2014	Laboratory	None
URXUAS	"Urinary arsenic, total (ug/L)"	UTASS_H	Arsenic - Total - Urine - Special Sample	2013	2014	Laboratory	None
URXUCR	Urinary creatinine	UTASS_H	Arsenic - Total - Urine - Special Sample	2013	2014	Laboratory	None
WTFSM	Smoking weights	UTASS_H	Arsenic - Total - Urine - Special Sample	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUBALC	Urinary Barium comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUCDLC	Urinary Cadmium comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUCOLC	Urinary Cobalt (ug/L) comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUCSLC	Urinary Cesium comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUMNLC	Urinary Mn comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUMOLC	Urinary Molybdenum comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUPBLC	Urinary Lead comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUSBLC	Urinary Antimony comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUSNLC	USN comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUSRLC	USR comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUTLLC	Urinary Thallium comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUTULC	Urinary Tungsten comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URDUURLC	Urinary Uranium comment code	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUBA	"Barium, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUCD	"Cadmium, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUCO	"Cobalt, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUCR	"Creatinine, urine (mg/dL)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUCS	"Cesium, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUMN	"Manganese, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUMO	"Molybdenum, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUPB	"Lead, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUSB	"Antimony, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUSN	"Tin, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUSR	"Strontium, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUTL	"Thallium, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUTU	"Tungsten, urine (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
URXUUR	"Uranium, urinary (ug/L)"	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
WTFSM	Two year smoking weights	UMS_H	Metals - Urine - Special Sample	2013	2014	Laboratory	None
PHAALCHR	"The time (in hours) the examinee last drank alcohol such as beer, wine, or liquor."	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAALCMN	"The time (in minutes) the examinee last drank alcohol such as beer, wine, or liquor."	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAANTHR	"The time (in hours) the examinee last had antacids, laxatives or anti-diarrheals."	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAANTMN	"The time (in minutes) the examinee last had antacids, laxatives or anti-diarrheals."	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHACOFHR	The time (in hours) since the examinee last drank coffee or tea with cream or sugar.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHACOFMN	The time (in minutes) since the examinee last drank coffee or tea with cream or sugar.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAFSTHR	The time (in hours) between when the examinee last ate or drank anything other than water and the time of the venipuncture.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAFSTMN	The time (in minutes) between when the examinee last ate or drank anything other than water and the time of the venipuncture.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAGUMHR	"The time (in hours) the examinee last had gum, breath mints, lozenges or cough drops, or other cough or cold remedies."	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHAGUMMN	"The time (in minutes) the examinee last had gum, breath mints, lozenges or cough drops, or other cough or cold remedies."	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHASUPHR	The time (in hours) the examinee last had dietary supplements such as vitamins and minerals.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHASUPMN	The time (in minutes) the examinee last had dietary supplements such as vitamins and minerals.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHDSESN	Session in which SP was examined	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHQ020	Coffee or tea with cream or sugar?  [Include milk or non-dairy creamers.]	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHQ030	"Alcohol, such as beer, wine, or liquor?"	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHQ040	"Gum, breath mints, lozenges or cough drops, or other cough or cold remedies?"	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHQ050	"Antacids, laxatives, or anti-diarrheals?"	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
PHQ060	Dietary supplements such as vitamins and minerals? [Include multivitamins and single nutrient supplements.]	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	FASTQX_H	Fasting Questionnaire	2013	2014	Laboratory	None
LBDINSI	Insulin (pmol/L)	INS_H	Insulin	2013	2014	Laboratory	None
LBXIN	Insulin (uU/mL)	INS_H	Insulin	2013	2014	Laboratory	None
PHAFSTHR	"Total length of 'food fast', hours"	INS_H	Insulin	2013	2014	Laboratory	None
PHAFSTMN	"Total length of 'food fast', minutes"	INS_H	Insulin	2013	2014	Laboratory	None
SEQN	Respondent sequence number.	INS_H	Insulin	2013	2014	Laboratory	None
WTSAF2YR	Fasting Subsample MEC Weight	INS_H	Insulin	2013	2014	Laboratory	None
LBDR06	HPV type 6	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR11	HPV type 11	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR16	HPV type 16	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR18	HPV type 18	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR26	HPV type 26	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR31	HPV type 31	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR33	HPV type 33	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR35	HPV type 35	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR39	HPV type 39	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR40	HPV type 40	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR42	HPV type 42	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR45	HPV type 45	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR51	HPV type 51	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR52	HPV type 51	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR53	HPV type 53	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR54	HPV type 54	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR55	HPV type 55	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR56	HPV type 56	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR58	HPV type 58	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR59	HPV type 59	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR61	HPV type 61	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR62	HPV type 62	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR64	HPV type 64	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR66	HPV type 66	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
LBDR67	HPV type 67	HPVP_H	Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array	2013	2014	Laboratory	None
