Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear	Component	Use Constraints
OHX07SE	"Dental Sealants:  Upper right lateral incisor (LI) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX07TC	Tooth Count:  Upper right lateral incisor (LI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX08TC	Tooth Count:  Upper right central incisor (CI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX09TC	Tooth Count:  Upper left central incisor (CI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX10SE	"Dental Sealants:  Upper left lateral incisor (LI) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX11TC	Tooth Count:  Upper left cuspid (C)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX12CSC	"Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX12CTC	Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX12SE	"Dental Sealants:  Upper left 1st biscuspid/1st primary molar (1B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX12TC	Tooth Count:  Upper left 1st bicuspid/1st primary molar (1B)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX13CSC	"Coronal Caries:  Upper left 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX13CTC	Coronal Caries: Upper left 2nd bicuspid/2nd primary molar (2B) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX13SE	"Dental Sealants:  Upper left 2nd bicuspid/2nd primary molar (2B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX13TC	Tooth Count:  Upper left 2nd bicuspid/2nd primary molar (2B)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX14CSC	"Coronal Caries:  Upper left 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX14CTC	Coronal Caries:  Upper left 1st molar (1M) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX14SE	"Dental Sealants:  Upper left 1st molar (1M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX14TC	Tooth Count:  Upper left 1st molar (1M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX15CSC	"Coronal Caries:  Upper left 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX15CTC	Coronal Caries: Upper left 2nd molar (2M) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX15SE	"Dental Sealants:  Upper left 2nd molar (2M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX15TC	Tooth Count:  Upper left 2nd molar (2M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX16TC	Tooth Count:  Upper left 3rd molar (3M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX17TC	Tooth Count:  Lower left 3rd molar (3M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX18CSC	"Coronal Caries:  Lower left 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX18CTC	Coronal Caries:  Lower left 2nd molar (2M) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX18SE	"Dental Sealants:  Lower left 2nd molar (2M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX18TC	Tooth Count:  Lower left 2nd molar (2M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX19CSC	"Coronal Caries:  Lower left 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX19CTC	Coronal Caries:  Lower left 1st molar (1M) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX19SE	"Dental Sealants:  Lower left 1st molar (1M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX19TC	Tooth Count:  Lower left 1st molar (1M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX20CSC	"Coronal Caries:  Lower left 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX20CTC	Coronal Caries:  Lower left 2nd bicuspid/2nd primary molar (2B) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX20SE	"Dental Sealants:  Lower left 2nd bicuspid/2nd primary molar (2B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX20TC	Tooth Count:  Lower left 2nd bicuspid/2nd primary molar (2B)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX21CSC	"Coronal Caries:  Lower left 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX21CTC	Coronal Caries:  Lower left 1st bicuspid/1st primary molar (1B) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX21SE	"Dental Sealants:  Lower left 1st bicuspid/1st primary molar (1B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX21TC	Tooth Count:  Lower left 1st bicuspid/1st primary molar (1B)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX22CSC	"Coronal Caries:  Lower left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX22CTC	Coronal Caries:  Lower left cuspid (C) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX22TC	Tooth Count:  Lower left cuspid (C)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX23CSC	"Coronal Caries:  Lower left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX23CTC	Coronal Caries:  Lower left lateral incisor (LI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX23TC	Tooth Count:  Lower left lateral incisor (LI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX24CSC	"Coronal Caries:  Lower left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX24CTC	Coronal Caries:  Lower left central incisor (CI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX24TC	Tooth Count:  Lower left central incisor (CI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX25CSC	"Coronal Caries:  Lower right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX25CTC	Coronal Caries:  Lower right central incisor (CI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX25TC	Tooth Count:  Lower right central incisor (CI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX26CSC	"Coronal Caries:  Lower right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX26CTC	Coronal Caries:  Lower right lateral incisor (LI) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX26TC	Tooth Count:  Lower right lateral incisor (LI)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX27CSC	"Coronal Caries:  Lower right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX27CTC	Coronal Caries:  Lower right cuspid (C) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX27TC	Tooth Count:  Lower right cuspid (C)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX28CSC	"Coronal Caries:  Lower right 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX28CTC	Coronal Caries:  Lower right 1st bicuspid/1st primary molar (1B) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX28SE	"Dental Sealants:  Lower right 1st bicuspid/1st primary molar (1B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX28TC	Tooth Count:  Lower right 1st bicuspid/1st primary molar (1B)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX29CSC	"Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX29CTC	Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX29SE	"Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX29TC	Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX30CSC	"Coronal Caries:  Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX30CTC	Coronal Caries:  Lower right 1st molar (1M) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX30SE	"Dental Sealants:  Lower right 1st molar (1M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX30TC	Tooth Count:  Lower right 1st molar (1M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX31CSC	"Coronal Caries:  Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX31CTC	Coronal Caries:  Lower right 2nd molar (2M) tooth code	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX31SE	"Dental Sealants:  Lower right 2nd molar (2M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13""."	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX31TC	Tooth Count:  Lower right 2nd molar (2M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHX32TC	Tooth Count:  Lower right 3rd molar (3M)	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
OHXIMP	Tooth Count:  Ever had a tooth replaced with a surgical implant?	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
SEQN	Respondent sequence number.	OHXDEN_H	Oral Health - Dentition	2013	2014	Examination	None
DXDLSPST	Instant Vertebral Assessment (IVA) Lateral spine scan status	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1CG	Genant L1 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1CO	Original L1 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1FG	Genant L1 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1FO	Original L1 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1G1	Genant L1 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1G2	Genant L1 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL1G3	Genant L1 comment 3	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL2CG	Genant L2 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL2CO	Original L2 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL2FG	Genant L2 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL2FO	Original L2 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL2G1	Genant L2 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL2G2	Genant L2 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL3CG	Genant L3 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL3CO	Original L3 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL3FG	Genant L3 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL3FO	Original L3 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL3G1	Genant L3 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL3G2	Genant L3 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4CG	Genant L4 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4CO	Original L4 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4FG	Genant L4 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4FO	Original L4 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4G1	Genant L4 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4G2	Genant L4 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXL4G3	Genant L4 comment 3	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT10CG	Genant T10 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT10CO	Original T10 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT10FG	Genant T10 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT10FO	Original T10 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT10G1	Genant T10 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT10G2	Genant T10 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT11CG	Genant T11 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT11CO	Original T11 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT11FG	Genant T11 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT11FO	Original T11 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT11G1	Genant T11 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT11G2	Genant T11 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12CG	Genant T12 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12CO	Original T12 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12FG	Genant T12 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12FO	Original T12 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12G1	Genant T12 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12G2	Genant T12 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT12G3	Genant T12 comment 3	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4CG	Genant T4 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4CO	Original T4 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4FG	Genant T4 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4FO	Original T4 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4G1	Genant T4 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4G2	Genant T4 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT4G3	Genant T4 comment 3	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5CG	Genant T5 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5CO	Original T5 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5FG	Genant T5 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5FO	Original T5 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5G1	Genant T5 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5G2	Genant T5 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT5G3	Genant T5 comment 3	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT6CG	Genant T6 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT6CO	Original T6 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT6FG	Genant T6 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT6FO	Original T6 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT6G1	Genant T6 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT6G2	Genant T6 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT7CG	Genant T7 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT7CO	Original T7 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT7FG	Genant T7 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT7FO	Original IVA T7 Fracture Score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT7G1	Genant T7 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT7G2	Genant T7 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8CG	Genant T8 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8CO	Original T8 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8FG	Genant T8 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8FO	Original T8 fracture score	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8G1	Genant T8 comment 1	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8G2	Genant T8 comment 2	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT8G3	Genant T8 comment 3	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
DXXT9CG	Genant T9 fracture invalidity code	DXXV_H_R	Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study	2013	2014	Examination	RDC Only
